date,order_channel,total_orders,total_customers,total_qty_kg,gross_sales,discount_amount,delivery_fee,tax_amount,net_sales,created_at,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
2024-12-13,Website,165,139,534.12,21744.7,1425.83,1426.17,1015.94,18892.7,2025-12-02 10:48:49,,,,
2024-12-13,Mobile App,134,89,369.99,15639.39,979.89,675.81,732.98,13983.689999999999,2025-12-02 10:48:49,,,,
2024-12-13,WhatsApp,244,196,498.32,25006.69,2498.35,679.68,1125.42,21828.66,2025-12-02 10:48:49,,,,
2024-12-14,Website,234,200,413.67,13342.22,1254.64,1387.84,604.38,10699.74,2025-12-02 10:48:49,,,,
2024-12-14,Mobile App,281,243,791.54,45453.68,1817.6,994.16,2181.8,42641.92,2025-12-02 10:48:49,,,,
2024-12-14,WhatsApp,71,51,458.02,15483.15,1188.71,331.71,714.72,13962.73,2025-12-02 10:48:49,,,,
2024-12-15,Website,174,138,610.86,25161.19,1514.78,727.37,1182.32,22919.039999999997,2025-12-02 10:48:49,,,,
2024-12-15,Mobile App,116,87,405.43,22582.11,1719.79,533.36,1043.12,20328.96,2025-12-02 10:48:49,,,,
2024-12-15,WhatsApp,273,249,751.78,31776.46,2601.34,529.15,1458.76,28645.969999999998,2025-12-02 10:48:49,,,,
2024-12-16,Website,91,76,177.85,8739.1,380.34,762.48,417.94,7596.280000000001,2025-12-02 10:48:49,,,,
2024-12-16,Mobile App,285,196,428.8,18892.41,444.48,1432.81,922.4,17015.12,2025-12-02 10:48:49,,,,
2024-12-16,WhatsApp,281,242,314.72,10062.07,269.87,1408.2,489.61,8384.0,2025-12-02 10:48:49,,,,
2024-12-17,Website,83,62,114.59,5308.39,494.76,636.44,240.68,4177.1900000000005,2025-12-02 10:48:49,,,,
2024-12-17,Mobile App,66,42,540.31,23743.54,934.76,945.39,1140.44,21863.39,2025-12-02 10:48:49,,,,
2024-12-17,WhatsApp,239,194,430.97,15568.96,387.29,1247.22,759.08,13934.449999999999,2025-12-02 10:48:49,,,,
2024-12-18,Website,291,211,765.24,41761.46,2586.04,1243.39,1958.77,37932.03,2025-12-02 10:48:49,,,,
2024-12-18,Mobile App,150,106,535.44,18900.43,660.3,580.33,912.01,17659.8,2025-12-02 10:48:49,,,,
2024-12-18,WhatsApp,63,46,626.83,28440.97,1154.91,1125.58,1364.3,26160.480000000003,2025-12-02 10:48:49,,,,
2024-12-19,Website,219,142,673.59,30160.7,2363.66,1343.59,1389.85,26453.45,2025-12-02 10:48:49,,,,
2024-12-19,Mobile App,286,249,381.11,14411.74,883.94,478.16,676.39,13049.64,2025-12-02 10:48:49,,,,
2024-12-19,WhatsApp,125,116,730.36,39460.42,3034.24,1400.44,1821.31,35025.74,2025-12-02 10:48:49,,,,
2024-12-20,Website,182,151,402.97,13392.52,924.57,373.76,623.4,12094.19,2025-12-02 10:48:49,,,,
2024-12-20,Mobile App,128,77,459.39,15991.45,1135.2,1419.55,742.81,13436.7,2025-12-02 10:48:49,,,,
2024-12-20,WhatsApp,121,75,368.48,13996.14,1070.96,1344.99,646.26,11580.189999999999,2025-12-02 10:48:49,,,,
2024-12-21,Website,224,152,317.68,17006.43,874.59,642.21,806.59,15489.630000000001,2025-12-02 10:48:49,,,,
2024-12-21,Mobile App,72,55,542.96,25902.27,1683.59,695.91,1210.93,23522.77,2025-12-02 10:48:49,,,,
2024-12-21,WhatsApp,101,79,484.26,24665.14,2024.79,1125.13,1132.02,21515.22,2025-12-02 10:48:49,,,,
2024-12-22,Website,277,182,374.42,18079.21,409.83,1280.53,883.47,16388.85,2025-12-02 10:48:49,,,,
2024-12-22,Mobile App,162,136,780.58,44052.59,1141.46,654.34,2145.56,42256.78999999999,2025-12-02 10:48:49,,,,
2024-12-22,WhatsApp,130,109,213.59,9475.9,883.0,497.19,429.64,8095.709999999999,2025-12-02 10:48:49,,,,
2024-12-23,Website,174,126,682.76,29488.17,2247.82,1222.56,1362.02,26017.789999999997,2025-12-02 10:48:49,,,,
2024-12-23,Mobile App,264,237,328.23,13809.78,616.71,823.12,659.65,12369.95,2025-12-02 10:48:49,,,,
2024-12-23,WhatsApp,109,88,295.18,15230.68,768.03,874.26,723.13,13588.39,2025-12-02 10:48:49,,,,
2024-12-24,Website,62,57,170.34,9012.37,483.62,1275.1,426.44,7253.6500000000015,2025-12-02 10:48:49,,,,
2024-12-24,Mobile App,296,244,382.75,18306.1,1018.03,1117.77,864.4,16170.3,2025-12-02 10:48:49,,,,
2024-12-24,WhatsApp,123,83,458.35,17259.88,1683.63,1482.61,778.81,14093.640000000001,2025-12-02 10:48:49,,,,
2024-12-25,Website,239,196,743.18,37814.46,2876.2,1347.5,1746.91,33590.76,2025-12-02 10:48:49,,,,
2024-12-25,Mobile App,290,182,535.77,29577.99,1239.37,980.68,1416.93,27357.940000000002,2025-12-02 10:48:49,,,,
2024-12-25,WhatsApp,114,101,453.9,16116.31,1183.62,971.11,746.63,13961.58,2025-12-02 10:48:49,,,,
2024-12-26,Website,111,79,236.28,7820.15,465.03,413.19,367.76,6941.929999999999,2025-12-02 10:48:49,,,,
2024-12-26,Mobile App,99,74,426.85,22762.88,465.13,423.87,1114.89,21873.88,2025-12-02 10:48:49,,,,
2024-12-26,WhatsApp,83,65,124.55,5456.13,503.5,1261.65,247.63,3690.98,2025-12-02 10:48:49,,,,
2024-12-27,Website,107,100,601.4,24824.39,2132.5,681.19,1134.59,22010.7,2025-12-02 10:48:49,,,,
2024-12-27,Mobile App,236,208,462.11,14431.65,384.82,740.25,702.34,13306.58,2025-12-02 10:48:49,,,,
2024-12-27,WhatsApp,82,76,321.65,12642.26,960.31,467.33,584.1,11214.62,2025-12-02 10:48:49,,,,
2024-12-28,Website,133,83,604.54,31027.48,1754.62,455.78,1463.64,28817.08,2025-12-02 10:48:49,,,,
2024-12-28,Mobile App,73,46,734.31,24722.9,2139.35,504.75,1129.18,22078.800000000003,2025-12-02 10:48:49,,,,
2024-12-28,WhatsApp,296,205,734.93,41904.86,1275.75,720.72,2031.46,39908.39,2025-12-02 10:48:49,,,,
2024-12-29,Website,148,133,230.48,9178.03,467.62,484.19,435.52,8226.220000000001,2025-12-02 10:48:49,,,,
2024-12-29,Mobile App,248,183,422.7,19738.39,1384.93,1200.91,917.67,17152.55,2025-12-02 10:48:49,,,,
2024-12-29,WhatsApp,130,89,350.04,19175.12,1110.28,699.99,903.24,17364.85,2025-12-02 10:48:49,,,,
2024-12-30,Website,145,115,371.91,16129.03,454.79,1406.05,783.71,14268.19,2025-12-02 10:48:49,,,,
2024-12-30,Mobile App,277,199,306.16,13752.28,972.36,549.34,639.0,12230.58,2025-12-02 10:48:49,,,,
2024-12-30,WhatsApp,171,136,675.13,34622.77,2348.49,1208.88,1613.71,31065.399999999998,2025-12-02 10:48:49,,,,
2024-12-31,Website,92,69,334.98,18102.12,1014.9,1019.6,854.36,16067.619999999999,2025-12-02 10:48:49,,,,
2024-12-31,Mobile App,263,171,533.23,28550.43,1065.55,1246.66,1374.24,26238.22,2025-12-02 10:48:49,,,,
2024-12-31,WhatsApp,238,182,441.01,25052.03,921.26,1007.51,1206.54,23123.26,2025-12-02 10:48:49,,,,
2025-01-01,Website,227,210,408.38,22330.38,2001.12,1401.99,1221.99,18927.27,2025-12-10 10:48:49,,,,
2025-01-01,Mobile App,250,203,506.73,18790.96,761.22,532.38,863.37,17497.36,2025-12-10 10:48:49,,,,
2025-01-01,WhatsApp,96,70,221.34,8163.84,540.04,599.57,467.84,7024.23,2025-12-10 10:48:49,,,,
2025-01-02,Website,175,144,428.46,24011.12,1530.63,1091.06,1009.04,21389.43,2025-12-10 10:48:49,,,,
2025-01-02,Mobile App,195,142,696.62,16387.39,1451.57,1017.49,735.18,13918.33,2025-12-10 10:48:49,,,,
2025-01-02,WhatsApp,247,212,415.24,15206.69,1204.39,1060.71,802.39,12941.59,2025-12-10 10:48:49,,,,
2025-01-03,Website,91,71,124.55,5121.97,118.51,1211.6,261.13,3791.8600000000006,2025-12-10 10:48:49,,,,
2025-01-03,Mobile App,165,130,709.62,18801.6,1850.15,1001.12,806.49,15950.329999999998,2025-12-10 10:48:49,,,,
2025-01-03,WhatsApp,204,138,145.28,4900.65,302.38,1495.94,269.42,3102.3299999999995,2025-12-10 10:48:49,,,,
2025-01-04,Website,199,149,602.67,20596.83,1671.57,996.05,1029.36,17929.210000000003,2025-12-10 10:48:49,,,,
2025-01-04,Mobile App,181,117,523.64,11580.6,864.72,505.49,522.1,10210.39,2025-12-10 10:48:49,,,,
2025-01-04,WhatsApp,221,200,589.18,19398.59,1493.29,618.41,964.2,17286.89,2025-12-10 10:48:49,,,,
2025-01-05,Website,107,72,465.44,12035.14,752.6,1493.27,696.82,9789.27,2025-12-10 10:48:49,,,,
2025-01-05,Mobile App,110,93,699.47,21275.32,1611.53,448.26,1187.26,19215.53,2025-12-10 10:48:49,,,,
2025-01-05,WhatsApp,230,210,769.98,23305.36,1804.99,576.81,1139.79,20923.56,2025-12-10 10:48:49,,,,
2025-01-06,Website,149,96,340.96,8755.78,826.13,639.06,389.83,7290.59,2025-12-10 10:48:49,,,,
2025-01-06,Mobile App,298,265,269.24,8614.63,380.79,1459.37,356.91,6774.469999999999,2025-12-10 10:48:49,,,,
2025-01-06,WhatsApp,200,188,457.34,16620.85,1599.81,473.87,778.51,14547.169999999998,2025-12-10 10:48:49,,,,
2025-01-07,Website,150,135,486.37,16797.71,1484.77,810.16,707.11,14502.779999999999,2025-12-10 10:48:49,,,,
2025-01-07,Mobile App,178,131,363.03,14244.33,474.24,1364.21,613.22,12405.88,2025-12-10 10:48:49,,,,
2025-01-07,WhatsApp,235,188,785.7,22605.36,2023.16,558.16,1263.72,20024.04,2025-12-10 10:48:49,,,,
2025-01-08,Website,219,170,768.2,32372.87,836.14,721.16,1572.58,30815.57,2025-12-10 10:48:49,,,,
2025-01-08,Mobile App,183,130,246.44,14189.56,528.16,570.15,819.75,13091.25,2025-12-10 10:48:49,,,,
2025-01-08,WhatsApp,72,55,705.04,35165.92,2604.47,929.0,1502.61,31632.449999999997,2025-12-10 10:48:49,,,,
2025-01-09,Website,197,122,191.52,7245.84,570.97,760.78,383.29,5914.09,2025-12-10 10:48:49,,,,
2025-01-09,Mobile App,75,48,529.68,10719.99,318.78,1082.12,642.23,9319.09,2025-12-10 10:48:49,,,,
2025-01-09,WhatsApp,86,54,660.59,18308.54,1115.41,1005.5,1012.69,16187.630000000001,2025-12-10 10:48:49,,,,
2025-01-10,Website,272,188,352.42,12253.28,444.38,707.26,521.52,11101.640000000001,2025-12-10 10:48:49,,,,
2025-01-10,Mobile App,109,93,578.95,17865.57,1507.12,1001.5,723.73,15356.95,2025-12-10 10:48:49,,,,
2025-01-10,WhatsApp,208,151,191.58,7101.47,407.97,395.86,395.49,6297.64,2025-12-10 10:48:49,,,,
2025-01-11,Website,251,169,657.88,17155.16,770.91,1182.91,885.81,15201.34,2025-12-10 10:48:49,,,,
2025-01-11,Mobile App,189,153,349.05,16272.64,1457.47,373.6,905.57,14441.57,2025-12-10 10:48:49,,,,
2025-01-11,WhatsApp,73,52,511.85,19973.0,655.99,482.83,980.73,18834.18,2025-12-10 10:48:49,,,,
2025-01-12,Website,191,117,405.43,23165.09,1346.97,1096.51,1301.24,20721.61,2025-12-10 10:48:49,,,,
2025-01-12,Mobile App,228,163,503.3,14304.34,399.87,1497.44,683.96,12407.03,2025-12-10 10:48:49,,,,
2025-01-12,WhatsApp,200,157,436.46,24275.48,2187.65,333.88,1232.01,21753.95,2025-12-10 10:48:49,,,,
2025-01-13,Website,217,158,120.25,2881.1,224.29,1105.81,119.19,1551.0,2025-12-10 10:48:49,,,,
2025-01-13,Mobile App,124,109,601.11,19119.42,1675.15,838.89,1059.12,16605.379999999997,2025-12-10 10:48:49,,,,
2025-01-13,WhatsApp,58,53,515.68,25504.47,618.89,629.73,1033.62,24255.850000000002,2025-12-10 10:48:49,,,,
2025-01-14,Website,222,200,147.19,6818.91,536.05,534.8,380.8,5748.0599999999995,2025-12-10 10:48:49,,,,
2025-01-14,Mobile App,257,163,145.47,6209.76,499.38,320.25,365.76,5390.13,2025-12-10 10:48:49,,,,
2025-01-14,WhatsApp,54,36,282.08,11753.4,472.32,322.75,548.9,10958.33,2025-12-10 10:48:49,,,,
2025-01-15,Website,263,240,681.54,18785.6,570.59,521.39,785.5,17693.62,2025-12-10 10:48:49,,,,
2025-01-15,Mobile App,219,186,356.46,9208.78,286.71,801.37,415.09,8120.700000000001,2025-12-10 10:48:49,,,,
2025-01-15,WhatsApp,137,121,592.5,21964.53,1095.96,337.75,997.86,20530.82,2025-12-10 10:48:49,,,,
2025-01-16,Website,283,215,356.03,20265.6,1704.36,463.15,1012.12,18098.09,2025-12-10 10:48:49,,,,
2025-01-16,Mobile App,55,39,188.92,7790.09,629.18,318.27,450.12,6842.64,2025-12-10 10:48:49,,,,
2025-01-16,WhatsApp,218,173,783.2,15919.74,663.65,499.45,923.25,14756.64,2025-12-10 10:48:49,,,,
2025-01-17,Website,278,213,535.63,21755.54,704.72,1239.28,1220.3,19811.54,2025-12-10 10:48:49,,,,
2025-01-17,Mobile App,297,197,571.27,30507.01,1437.22,678.29,1594.3,28391.5,2025-12-10 10:48:49,,,,
2025-01-17,WhatsApp,165,116,178.23,7798.8,657.63,506.96,338.45,6634.21,2025-12-10 10:48:49,,,,
2025-01-18,Website,78,65,571.13,14704.48,1008.3,1142.41,674.31,12553.77,2025-12-10 10:48:49,,,,
2025-01-18,Mobile App,44,36,195.87,10479.02,547.91,1217.94,528.84,8713.17,2025-12-10 10:48:49,,,,
2025-01-18,WhatsApp,250,180,427.89,17879.12,466.82,544.63,828.96,16867.67,2025-12-10 10:48:49,,,,
2025-01-19,Website,96,79,394.48,23090.13,1971.35,1393.04,1102.27,19725.74,2025-12-10 10:48:49,,,,
2025-01-19,Mobile App,249,151,205.16,10552.95,384.34,476.45,432.09,9692.16,2025-12-10 10:48:49,,,,
2025-01-19,WhatsApp,62,37,524.27,22182.71,1194.17,1129.01,1074.92,19859.53,2025-12-10 10:48:49,,,,
2025-01-20,Website,239,152,688.39,38555.63,1940.73,320.23,2235.31,36294.67,2025-12-10 10:48:49,,,,
2025-01-20,Mobile App,267,233,761.85,20399.76,1823.48,360.39,1218.03,18215.89,2025-12-10 10:48:49,,,,
2025-01-20,WhatsApp,293,271,544.98,16566.77,1626.71,446.45,965.29,14493.61,2025-12-10 10:48:49,,,,
2025-01-21,Website,270,221,348.53,13199.76,1038.49,877.91,628.83,11283.36,2025-12-10 10:48:49,,,,
2025-01-21,Mobile App,270,210,577.26,23563.59,2163.76,705.54,1353.09,20694.29,2025-12-10 10:48:49,,,,
2025-01-21,WhatsApp,70,42,304.56,16258.09,1284.96,718.68,846.97,14254.45,2025-12-10 10:48:49,,,,
2025-01-22,Website,285,182,437.23,25087.04,572.06,382.01,1238.36,24132.97,2025-12-10 10:48:49,,,,
2025-01-22,Mobile App,191,115,740.8,27887.23,683.39,544.75,1197.0,26659.09,2025-12-10 10:48:49,,,,
2025-01-22,WhatsApp,191,149,366.57,8719.16,474.5,1302.27,491.45,6942.389999999999,2025-12-10 10:48:49,,,,
2025-01-23,Website,289,186,448.28,25567.49,881.07,414.35,1389.24,24272.07,2025-12-10 10:48:49,,,,
2025-01-23,Mobile App,213,196,582.12,12421.39,415.12,508.39,685.21,11497.88,2025-12-10 10:48:49,,,,
2025-01-23,WhatsApp,156,143,792.76,27042.34,548.34,373.82,1512.45,26120.18,2025-12-10 10:48:49,,,,
2025-01-24,Website,293,200,278.27,7195.78,656.74,902.98,387.3,5636.0599999999995,2025-12-10 10:48:49,,,,
2025-01-24,Mobile App,203,158,220.44,12414.32,1134.11,593.3,529.56,10686.91,2025-12-10 10:48:49,,,,
2025-01-24,WhatsApp,246,178,653.23,13871.83,563.28,369.01,717.11,12939.54,2025-12-10 10:48:49,,,,
2025-01-25,Website,247,226,722.13,35742.23,2537.57,1059.34,1971.59,32145.320000000003,2025-12-10 10:48:49,,,,
2025-01-25,Mobile App,142,98,218.3,10238.14,523.37,376.73,431.8,9338.039999999999,2025-12-10 10:48:49,,,,
2025-01-25,WhatsApp,94,71,224.06,13374.97,284.6,1476.32,538.22,11614.05,2025-12-10 10:48:49,,,,
2025-01-26,Website,181,150,796.29,26758.39,2095.2,485.58,1424.17,24177.61,2025-12-10 10:48:49,,,,
2025-01-26,Mobile App,110,101,744.49,21622.2,1553.71,481.21,980.83,19587.28,2025-12-10 10:48:49,,,,
2025-01-26,WhatsApp,118,80,628.82,27300.75,1789.36,1111.03,1432.76,24400.36,2025-12-10 10:48:49,,,,
2025-01-27,Website,119,86,677.76,32581.43,2983.55,907.81,1689.42,28690.07,2025-12-10 10:48:49,,,,
2025-01-27,Mobile App,198,144,718.38,36593.23,3262.23,919.28,1698.82,32411.72,2025-12-10 10:48:49,,,,
2025-01-27,WhatsApp,89,77,628.23,24717.41,1118.26,1268.13,1077.17,22331.02,2025-12-10 10:48:49,,,,
2025-01-28,Website,202,174,738.83,29341.11,2116.3,1165.74,1254.18,26059.07,2025-12-10 10:48:49,,,,
2025-01-28,Mobile App,186,132,250.65,7658.16,227.19,1012.11,459.03,6418.86,2025-12-10 10:48:49,,,,
2025-01-28,WhatsApp,67,40,441.97,17196.69,1420.43,1229.38,778.23,14546.879999999997,2025-12-10 10:48:49,,,,
2025-01-29,Website,180,123,328.01,16185.64,1588.25,516.27,699.89,14081.119999999999,2025-12-10 10:48:49,,,,
2025-01-29,Mobile App,208,132,518.0,30937.67,1693.31,1119.79,1690.31,28124.57,2025-12-10 10:48:49,,,,
2025-01-29,WhatsApp,92,69,488.47,12294.36,528.66,405.87,708.63,11359.83,2025-12-10 10:48:49,,,,
2025-01-30,Website,134,121,222.51,5770.73,308.24,442.25,301.23,5020.24,2025-12-10 10:48:49,,,,
2025-01-30,Mobile App,202,189,472.74,11435.33,267.3,984.57,683.45,10183.46,2025-12-10 10:48:49,,,,
2025-01-30,WhatsApp,131,117,556.12,20940.18,1438.36,535.85,955.64,18965.97,2025-12-10 10:48:49,,,,
2025-01-31,Website,118,92,325.51,12073.63,1199.87,1070.47,498.78,9803.289999999999,2025-12-10 10:48:49,,,,
2025-01-31,Mobile App,80,58,500.08,29652.7,2947.79,1036.95,1560.78,25667.96,2025-12-10 10:48:49,,,,
2025-01-31,WhatsApp,112,90,578.35,27824.82,607.26,1422.88,1430.01,25794.68,2025-12-10 10:48:49,,,,
2025-02-01,Website,104,94,449.45,14294.12,742.48,1392.12,711.58,12159.52,2025-12-10 10:48:49,,,,
2025-02-01,Mobile App,135,87,642.0,30974.96,2382.95,553.13,1372.02,28038.879999999997,2025-12-10 10:48:49,,,,
2025-02-01,WhatsApp,54,44,567.89,25942.48,2194.53,640.6,1367.48,23107.35,2025-12-10 10:48:49,,,,
2025-02-02,Website,234,176,636.38,28746.09,2013.44,790.56,1479.6,25942.09,2025-12-10 10:48:49,,,,
2025-02-02,Mobile App,134,82,394.68,17760.26,836.71,907.34,1028.5,16016.21,2025-12-10 10:48:49,,,,
2025-02-02,WhatsApp,165,124,181.43,4174.33,175.14,1196.94,208.24,2802.25,2025-12-10 10:48:49,,,,
2025-02-03,Website,188,117,226.21,8098.81,581.08,760.46,331.55,6757.27,2025-12-10 10:48:49,,,,
2025-02-03,Mobile App,248,158,239.49,5332.69,234.3,840.93,263.98,4257.459999999999,2025-12-10 10:48:49,,,,
2025-02-03,WhatsApp,244,190,156.84,6425.93,367.23,1154.42,306.34,4904.280000000001,2025-12-10 10:48:49,,,,
2025-02-04,Website,211,189,175.96,4751.66,101.34,779.15,260.5,3871.17,2025-12-10 10:48:49,,,,
2025-02-04,Mobile App,283,201,403.26,13025.29,1074.92,895.9,580.89,11054.470000000001,2025-12-10 10:48:49,,,,
2025-02-04,WhatsApp,234,152,659.01,23136.95,716.21,754.38,1327.11,21666.36,2025-12-10 10:48:49,,,,
2025-02-05,Website,300,236,767.75,25572.51,1381.14,615.92,1377.03,23575.449999999997,2025-12-10 10:48:49,,,,
2025-02-05,Mobile App,74,47,788.16,42590.24,1432.62,1352.38,1858.4,39805.24,2025-12-10 10:48:49,,,,
2025-02-05,WhatsApp,166,122,485.54,27451.15,2133.57,705.77,1113.64,24611.81,2025-12-10 10:48:49,,,,
2025-02-06,Website,279,233,770.19,16001.18,979.01,1103.01,832.62,13919.16,2025-12-10 10:48:49,,,,
2025-02-06,Mobile App,266,184,154.56,9219.54,880.34,1081.66,407.1,7257.540000000001,2025-12-10 10:48:49,,,,
2025-02-06,WhatsApp,103,78,487.53,28447.18,1319.7,474.14,1177.48,26653.34,2025-12-10 10:48:49,,,,
2025-02-07,Website,323,243,115.8,3870.77,218.99,1284.17,198.85,2367.6099999999997,2025-12-10 10:48:49,,,,
2025-02-07,Mobile App,295,242,238.45,13899.78,1307.62,1339.55,651.09,11252.61,2025-12-10 10:48:49,,,,
2025-02-07,WhatsApp,264,160,652.9,26488.56,1843.59,622.23,1441.65,24022.74,2025-12-10 10:48:49,,,,
2025-02-08,Website,129,122,588.54,34676.75,2740.64,929.41,1915.46,31006.7,2025-12-10 10:48:49,,,,
2025-02-08,Mobile App,168,109,589.71,23001.98,709.94,1091.71,1052.46,21200.329999999998,2025-12-10 10:48:49,,,,
2025-02-08,WhatsApp,163,154,303.63,6918.77,186.58,1226.75,337.07,5505.4400000000005,2025-12-10 10:48:49,,,,
2025-02-09,Website,237,219,610.08,26564.09,1891.93,909.82,1172.61,23762.34,2025-12-10 10:48:49,,,,
2025-02-09,Mobile App,148,112,177.02,4956.69,103.87,324.56,239.43,4528.259999999999,2025-12-10 10:48:49,,,,
2025-02-09,WhatsApp,231,194,614.39,30839.77,1601.05,1093.73,1506.5,28144.99,2025-12-10 10:48:49,,,,
2025-02-10,Website,321,205,174.47,4086.06,219.2,1225.49,242.48,2641.37,2025-12-10 10:48:49,,,,
2025-02-10,Mobile App,171,139,609.85,28860.22,2082.95,707.67,1557.6,26069.600000000002,2025-12-10 10:48:49,,,,
2025-02-10,WhatsApp,237,220,780.92,38599.1,1470.06,956.56,1945.89,36172.479999999996,2025-12-10 10:48:49,,,,
2025-02-11,Website,258,198,725.53,40507.35,1258.75,1074.56,2415.48,38174.04,2025-12-10 10:48:49,,,,
2025-02-11,Mobile App,77,53,524.77,14166.88,1185.29,434.94,582.33,12546.65,2025-12-10 10:48:49,,,,
2025-02-11,WhatsApp,277,259,200.38,4521.07,157.25,1019.35,234.03,3344.47,2025-12-10 10:48:49,,,,
2025-02-12,Website,215,178,473.21,11155.06,850.18,1397.33,544.49,8907.55,2025-12-10 10:48:49,,,,
2025-02-12,Mobile App,199,152,791.97,18279.68,623.93,1463.43,1024.34,16192.32,2025-12-10 10:48:49,,,,
2025-02-12,WhatsApp,149,120,504.76,19888.69,790.44,1291.49,1112.46,17806.76,2025-12-10 10:48:49,,,,
2025-02-13,Website,178,137,145.17,8456.51,792.97,954.75,389.25,6708.79,2025-12-10 10:48:49,,,,
2025-02-13,Mobile App,227,186,721.96,18443.21,411.29,1033.0,892.49,16998.92,2025-12-10 10:48:49,,,,
2025-02-13,WhatsApp,134,109,464.69,13852.33,469.01,958.57,817.21,12424.75,2025-12-10 10:48:49,,,,
2025-02-14,Website,57,35,126.47,3461.27,284.89,1303.12,161.52,1873.2600000000002,2025-12-10 10:48:49,,,,
2025-02-14,Mobile App,157,143,513.13,26974.13,1965.45,497.61,1461.87,24511.07,2025-12-10 10:48:49,,,,
2025-02-14,WhatsApp,72,44,223.43,13019.53,817.76,511.6,692.52,11690.17,2025-12-10 10:48:49,,,,
2025-02-15,Website,55,50,691.34,19759.69,1515.88,749.33,1023.11,17494.48,2025-12-10 10:48:49,,,,
2025-02-15,Mobile App,256,159,247.97,13968.26,698.16,642.66,722.9,12627.44,2025-12-10 10:48:49,,,,
2025-02-15,WhatsApp,276,194,532.67,14522.69,568.81,829.56,717.48,13124.32,2025-12-10 10:48:49,,,,
2025-02-16,Website,266,169,326.32,8563.39,306.27,1243.8,420.25,7013.32,2025-12-10 10:48:49,,,,
2025-02-16,Mobile App,193,133,119.65,7121.52,241.94,750.34,342.91,6129.240000000001,2025-12-10 10:48:49,,,,
2025-02-16,WhatsApp,214,130,389.6,22916.08,1083.36,1015.77,1319.15,20816.95,2025-12-10 10:48:49,,,,
2025-02-17,Website,275,220,694.56,26456.11,2268.39,980.58,1547.8,23207.14,2025-12-10 10:48:49,,,,
2025-02-17,Mobile App,107,76,609.83,35363.76,1597.9,464.87,2034.17,33300.990000000005,2025-12-10 10:48:49,,,,
2025-02-17,WhatsApp,124,99,249.83,13729.8,886.21,624.16,714.34,12219.43,2025-12-10 10:48:49,,,,
2025-02-18,Website,112,81,403.67,13555.95,979.74,392.05,686.74,12184.16,2025-12-10 10:48:49,,,,
2025-02-18,Mobile App,288,187,151.4,4995.5,180.9,489.34,244.35,4325.26,2025-12-10 10:48:49,,,,
2025-02-18,WhatsApp,181,126,697.38,28657.97,2705.43,529.37,1550.13,25423.170000000002,2025-12-10 10:48:49,,,,
2025-02-19,Website,100,93,474.63,14099.0,628.18,803.24,584.49,12667.58,2025-12-10 10:48:49,,,,
2025-02-19,Mobile App,59,37,381.26,20382.81,1190.71,395.08,1031.32,18797.02,2025-12-10 10:48:49,,,,
2025-02-19,WhatsApp,160,125,658.42,24909.24,1770.5,442.32,1248.66,22696.420000000002,2025-12-10 10:48:49,,,,
2025-02-20,Website,199,147,201.73,11632.61,558.88,908.98,627.23,10164.75,2025-12-10 10:48:49,,,,
2025-02-20,Mobile App,56,38,349.69,16082.94,1548.26,1398.17,664.98,13136.51,2025-12-10 10:48:49,,,,
2025-02-20,WhatsApp,283,223,458.8,17154.95,446.8,567.45,860.69,16140.7,2025-12-10 10:48:49,,,,
2025-02-21,Website,144,110,489.23,27543.77,2266.28,403.42,1136.71,24874.07,2025-12-10 10:48:49,,,,
2025-02-21,Mobile App,272,181,384.93,18336.61,1726.01,752.92,1044.16,15857.68,2025-12-10 10:48:49,,,,
2025-02-21,WhatsApp,177,110,464.79,20193.71,625.66,665.82,1051.86,18902.23,2025-12-10 10:48:49,,,,
2025-02-22,Website,62,39,617.21,19494.96,1736.46,718.29,816.28,17040.21,2025-12-10 10:48:49,,,,
2025-02-22,Mobile App,86,61,178.14,6234.58,556.42,535.38,264.73,5142.78,2025-12-10 10:48:49,,,,
2025-02-22,WhatsApp,132,91,452.19,15140.42,603.21,630.79,741.56,13906.42,2025-12-10 10:48:49,,,,
2025-02-23,Website,95,80,499.33,16249.66,1098.02,1060.66,872.33,14090.98,2025-12-10 10:48:49,,,,
2025-02-23,Mobile App,137,92,726.63,30955.2,2565.69,1444.61,1450.26,26944.9,2025-12-10 10:48:49,,,,
2025-02-23,WhatsApp,49,43,659.92,37179.19,3185.73,1048.21,2064.07,32945.25,2025-12-10 10:48:49,,,,
2025-02-24,Website,242,149,458.36,22677.82,601.64,1463.57,1172.59,20612.61,2025-12-10 10:48:49,,,,
2025-02-24,Mobile App,198,130,760.78,31732.85,1716.61,1358.15,1776.47,28658.089999999997,2025-12-10 10:48:49,,,,
2025-02-24,WhatsApp,243,226,272.27,6076.77,473.49,536.65,278.73,5066.63,2025-12-10 10:48:49,,,,
2025-02-25,Website,195,176,677.45,37453.18,1712.93,1087.03,1725.09,34653.22,2025-12-10 10:48:49,,,,
2025-02-25,Mobile App,193,125,268.56,14523.99,352.74,1403.99,866.86,12767.26,2025-12-10 10:48:49,,,,
2025-02-25,WhatsApp,176,135,298.04,13652.58,856.05,807.86,549.85,11988.67,2025-12-10 10:48:49,,,,
2025-02-26,Website,144,91,324.83,13969.38,1309.96,508.76,562.57,12150.66,2025-12-10 10:48:49,,,,
