date,customer_type,total_orders,total_qty_kg,gross_sales,discount_amount,tax_amount,net_sales,created_at,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
2024-12-06,Wholesaler,26,202.55,4473.72,103.46,218.51,4370.26,2025-12-02 10:46:16,,,,
2024-12-06,Retail Chain,19,1061.46,25356.69,2487.68,1143.45,22869.01,2025-12-02 10:46:16,,,,
2024-12-06,Caterer,8,874.4,17686.92,554.62,856.62,17132.3,2025-12-02 10:46:16,,,,
2024-12-07,HORECA,23,1098.42,27123.29,2707.18,1220.81,24416.11,2025-12-02 10:46:16,,,,
2024-12-07,Wholesaler,28,821.98,18054.27,1589.9,823.22,16464.37,2025-12-02 10:46:16,,,,
2024-12-07,Retail Chain,8,1105.15,22734.45,663.63,1103.54,22070.82,2025-12-02 10:46:16,,,,
2024-12-07,Caterer,6,598.84,13404.77,290.98,655.69,13113.79,2025-12-02 10:46:16,,,,
2024-12-08,HORECA,9,912.08,21653.07,429.75,1061.17,21223.32,2025-12-02 10:46:16,,,,
2024-12-08,Wholesaler,11,1075.81,18406.07,1337.7,853.42,17068.37,2025-12-02 10:46:16,,,,
2024-12-08,Retail Chain,22,818.46,19253.54,1390.92,893.13,17862.620000000003,2025-12-02 10:46:16,,,,
2024-12-08,Caterer,6,1138.83,24963.0,979.1,1199.2,23983.9,2025-12-02 10:46:16,,,,
2024-12-09,HORECA,5,579.53,10135.2,961.34,458.69,9173.86,2025-12-02 10:46:16,,,,
2024-12-09,Wholesaler,21,423.7,9932.36,256.55,483.79,9675.810000000001,2025-12-02 10:46:16,,,,
2024-12-09,Retail Chain,22,709.5,12490.13,1103.65,569.32,11386.48,2025-12-02 10:46:16,,,,
2024-12-09,Caterer,22,992.33,18111.4,1264.51,842.34,16846.890000000003,2025-12-02 10:46:16,,,,
2024-12-10,HORECA,30,448.21,7954.64,388.05,378.33,7566.59,2025-12-02 10:46:16,,,,
2024-12-10,Wholesaler,28,418.29,6624.15,83.05,327.06,6541.099999999999,2025-12-02 10:46:16,,,,
2024-12-10,Retail Chain,19,1170.19,21307.16,2057.22,962.5,19249.94,2025-12-02 10:46:16,,,,
2024-12-10,Caterer,28,1085.84,22893.95,715.15,1108.94,22178.8,2025-12-02 10:46:16,,,,
2024-12-11,HORECA,24,1056.8,22775.39,522.66,1112.64,22252.73,2025-12-02 10:46:16,,,,
2024-12-11,Wholesaler,11,403.33,7878.1,94.98,389.16,7783.120000000001,2025-12-02 10:46:16,,,,
2024-12-11,Retail Chain,13,767.63,18057.68,448.08,880.48,17609.6,2025-12-02 10:46:16,,,,
2024-12-11,Caterer,21,898.42,16658.39,851.85,790.33,15806.539999999999,2025-12-02 10:46:16,,,,
2024-12-12,HORECA,10,310.68,5740.08,339.93,270.01,5400.15,2025-12-02 10:46:16,,,,
2024-12-12,Wholesaler,29,623.45,10296.38,363.5,496.64,9932.88,2025-12-02 10:46:16,,,,
2024-12-12,Retail Chain,6,1169.95,25460.65,2536.88,1146.19,22923.77,2025-12-02 10:46:16,,,,
2024-12-12,Caterer,20,540.04,8269.49,314.07,397.77,7955.42,2025-12-02 10:46:16,,,,
2024-12-13,HORECA,29,993.7,17684.17,1372.78,815.57,16311.389999999998,2025-12-02 10:46:16,,,,
2024-12-13,Wholesaler,12,664.55,15080.09,328.78,737.57,14751.31,2025-12-02 10:46:16,,,,
2024-12-13,Retail Chain,12,371.69,6557.3,344.28,310.65,6213.02,2025-12-02 10:46:16,,,,
2024-12-13,Caterer,19,266.15,4334.39,341.44,199.65,3992.9500000000003,2025-12-02 10:46:16,,,,
2024-12-14,HORECA,6,364.47,8684.9,709.59,398.77,7975.3099999999995,2025-12-02 10:46:16,,,,
2024-12-14,Wholesaler,5,758.1,16512.46,1276.16,761.82,15236.3,2025-12-02 10:46:16,,,,
2024-12-14,Retail Chain,29,1040.07,18131.17,1095.97,851.76,17035.199999999997,2025-12-02 10:46:16,,,,
2024-12-14,Caterer,14,1130.99,24579.9,258.52,1216.07,24321.38,2025-12-02 10:46:16,,,,
2024-12-15,HORECA,26,691.55,13943.35,149.55,689.69,13793.800000000001,2025-12-02 10:46:16,,,,
2024-12-15,Wholesaler,18,529.13,11951.72,207.4,587.22,11744.32,2025-12-02 10:46:16,,,,
2024-12-15,Retail Chain,18,577.41,12524.25,1209.47,565.74,11314.78,2025-12-02 10:46:16,,,,
2024-12-15,Caterer,14,839.57,18765.75,275.93,924.49,18489.82,2025-12-02 10:46:16,,,,
2024-12-16,HORECA,14,963.88,22553.15,1401.08,1057.6,21152.07,2025-12-02 10:46:16,,,,
2024-12-16,Wholesaler,21,1139.95,20563.89,898.02,983.29,19665.87,2025-12-02 10:46:16,,,,
2024-12-16,Retail Chain,22,1093.83,16769.48,388.8,819.03,16380.68,2025-12-02 10:46:16,,,,
2024-12-16,Caterer,20,937.8,17664.38,1336.64,816.39,16327.740000000002,2025-12-02 10:46:16,,,,
2024-12-17,HORECA,14,421.01,7181.02,686.03,324.75,6494.990000000001,2025-12-02 10:46:16,,,,
2024-12-17,Wholesaler,26,282.59,6480.8,228.87,312.6,6251.93,2025-12-02 10:46:16,,,,
2024-12-17,Retail Chain,22,347.68,8082.83,156.68,396.31,7926.15,2025-12-02 10:46:16,,,,
2024-12-17,Caterer,13,301.89,5727.42,190.4,276.85,5537.02,2025-12-02 10:46:16,,,,
2024-12-18,HORECA,15,566.77,9978.74,374.79,480.2,9603.949999999999,2025-12-02 10:46:16,,,,
2024-12-18,Wholesaler,24,873.96,17365.26,1294.47,803.54,16070.789999999999,2025-12-02 10:46:16,,,,
2024-12-18,Retail Chain,6,945.67,23541.06,1674.05,1093.35,21867.010000000002,2025-12-02 10:46:16,,,,
2024-12-18,Caterer,5,586.47,10104.06,103.7,500.02,10000.359999999999,2025-12-02 10:46:16,,,,
2024-12-19,HORECA,26,944.88,17241.9,1180.15,803.09,16061.750000000002,2025-12-02 10:46:16,,,,
2024-12-19,Wholesaler,12,872.18,14545.47,154.73,719.54,14390.74,2025-12-02 10:46:16,,,,
2024-12-19,Retail Chain,12,1154.46,18981.16,830.6,907.53,18150.56,2025-12-02 10:46:16,,,,
2024-12-19,Caterer,27,371.91,8638.2,289.06,417.46,8349.140000000001,2025-12-02 10:46:16,,,,
2024-12-20,HORECA,28,334.17,8351.41,271.85,403.98,8079.5599999999995,2025-12-02 10:46:16,,,,
2024-12-20,Wholesaler,7,212.96,5265.98,64.84,260.06,5201.139999999999,2025-12-02 10:46:16,,,,
2024-12-20,Retail Chain,13,1036.54,19863.82,310.23,977.68,19553.59,2025-12-02 10:46:16,,,,
2024-12-20,Caterer,23,802.18,15163.65,813.33,717.52,14350.32,2025-12-02 10:46:16,,,,
2024-12-21,HORECA,14,1088.2,26150.37,951.19,1259.96,25199.18,2025-12-02 10:46:16,,,,
2024-12-21,Wholesaler,21,1151.99,19522.81,1231.43,914.57,18291.38,2025-12-02 10:46:16,,,,
2024-12-21,Retail Chain,7,892.41,14273.3,806.64,673.33,13466.66,2025-12-02 10:46:16,,,,
2024-12-21,Caterer,15,1067.7,23260.95,235.85,1151.26,23025.100000000002,2025-12-02 10:46:16,,,,
2024-12-22,HORECA,12,479.3,7446.02,518.39,346.38,6927.63,2025-12-02 10:46:16,,,,
2024-12-22,Wholesaler,10,454.21,9218.01,920.43,414.88,8297.58,2025-12-02 10:46:16,,,,
2024-12-22,Retail Chain,19,941.79,21690.95,988.49,1035.12,20702.46,2025-12-02 10:46:16,,,,
2024-12-22,Caterer,6,483.58,9232.15,307.7,446.22,8924.449999999999,2025-12-02 10:46:16,,,,
2024-12-23,HORECA,6,568.77,11266.5,989.04,513.87,10277.46,2025-12-02 10:46:16,,,,
2024-12-23,Wholesaler,7,1177.68,20180.04,224.92,997.76,19955.120000000003,2025-12-02 10:46:16,,,,
2024-12-23,Retail Chain,15,493.81,9449.67,307.64,457.1,9142.03,2025-12-02 10:46:16,,,,
2024-12-23,Caterer,23,702.4,16982.2,522.33,822.99,16459.87,2025-12-02 10:46:16,,,,
2024-12-24,HORECA,21,624.91,10373.2,112.45,513.04,10260.75,2025-12-02 10:46:16,,,,
2024-12-24,Wholesaler,25,1078.7,22247.51,253.38,1099.71,21994.129999999997,2025-12-02 10:46:16,,,,
2024-12-24,Retail Chain,23,468.35,10809.39,672.97,506.82,10136.42,2025-12-02 10:46:16,,,,
2024-12-24,Caterer,9,816.49,13322.27,217.95,655.22,13104.32,2025-12-02 10:46:16,,,,
2024-12-25,HORECA,8,1130.13,23587.73,1136.58,1122.56,22451.15,2025-12-02 10:46:16,,,,
2024-12-25,Wholesaler,5,1088.53,17860.28,1538.95,816.07,16321.329999999998,2025-12-02 10:46:16,,,,
2024-12-25,Retail Chain,30,282.55,4371.01,113.06,212.9,4257.95,2025-12-02 10:46:16,,,,
2024-12-25,Caterer,6,390.51,8278.37,774.65,375.19,7503.720000000001,2025-12-02 10:46:16,,,,
2024-12-26,HORECA,21,1132.68,27249.1,1521.03,1286.4,25728.07,2025-12-02 10:46:16,,,,
2024-12-26,Wholesaler,17,891.86,13671.18,176.18,674.75,13495.0,2025-12-02 10:46:16,,,,
2024-12-26,Retail Chain,17,969.11,23944.4,2370.97,1078.67,21573.43,2025-12-02 10:46:16,,,,
2024-12-26,Caterer,11,755.13,17031.15,657.36,818.69,16373.79,2025-12-02 10:46:16,,,,
2024-12-27,HORECA,24,688.05,16513.59,1262.54,762.55,15251.05,2025-12-02 10:46:16,,,,
2024-12-27,Wholesaler,17,867.38,15326.27,789.45,726.84,14536.82,2025-12-02 10:46:16,,,,
2024-12-27,Retail Chain,25,476.77,7896.9,473.31,371.18,7423.589999999999,2025-12-02 10:46:16,,,,
2024-12-27,Caterer,8,346.39,8492.48,511.31,399.06,7981.169999999999,2025-12-02 10:46:16,,,,
2024-12-28,HORECA,9,1185.05,26750.42,604.86,1307.28,26145.559999999998,2025-12-02 10:46:16,,,,
2024-12-28,Wholesaler,23,1133.58,28120.8,1987.03,1306.69,26133.77,2025-12-02 10:46:16,,,,
2024-12-28,Retail Chain,11,488.29,10616.7,200.66,520.8,10416.04,2025-12-02 10:46:16,,,,
2024-12-28,Caterer,7,1137.52,23512.84,2306.43,1060.32,21206.41,2025-12-02 10:46:16,,,,
2024-12-29,HORECA,8,466.87,8253.2,255.48,399.89,7997.720000000001,2025-12-02 10:46:16,,,,
2024-12-29,Wholesaler,28,801.75,16105.36,356.16,787.46,15749.2,2025-12-02 10:46:16,,,,
2024-12-29,Retail Chain,19,803.61,12190.25,311.39,593.94,11878.86,2025-12-02 10:46:16,,,,
2024-12-29,Caterer,13,765.18,14424.42,424.68,699.99,13999.74,2025-12-02 10:46:16,,,,
2024-12-30,HORECA,14,435.99,10858.91,968.51,494.52,9890.4,2025-12-02 10:46:16,,,,
2024-12-30,Wholesaler,14,737.59,12860.38,933.13,596.36,11927.25,2025-12-02 10:46:16,,,,
2024-12-30,Retail Chain,9,698.1,10670.83,1012.68,482.91,9658.15,2025-12-02 10:46:16,,,,
2024-12-30,Caterer,17,1126.79,20811.27,1769.62,952.08,19041.65,2025-12-02 10:46:16,,,,
2024-12-31,HORECA,20,730.08,17485.2,838.37,832.34,16646.83,2025-12-02 10:46:16,,,,
2024-12-31,Wholesaler,22,1076.91,18037.51,1168.08,843.47,16869.43,2025-12-02 10:46:16,,,,
2024-12-31,Retail Chain,11,958.47,20900.14,1933.48,948.33,18966.66,2025-12-02 10:46:16,,,,
2024-12-31,Caterer,27,1075.06,22933.7,2079.53,1042.71,20854.170000000002,2025-12-02 10:46:16,,,,
2025-01-01,HORECA,7,1143.05,20294.14,1699.57,916.1,18594.57,2025-12-02 10:46:16,,,,
2025-01-01,Wholesaler,30,413.75,8100.34,742.15,399.7,7358.1900000000005,2025-12-02 10:46:16,,,,
2025-01-01,Retail Chain,7,707.35,17176.83,1353.97,790.95,15822.860000000002,2025-12-02 10:46:16,,,,
2025-01-01,Caterer,5,520.35,12646.53,691.92,610.25,11954.61,2025-12-02 10:46:16,,,,
2025-01-02,HORECA,8,653.11,10531.14,708.14,512.95,9823.0,2025-12-02 10:46:16,,,,
2025-01-02,Wholesaler,23,539.03,10607.39,630.06,498.52,9977.33,2025-12-02 10:46:16,,,,
2025-01-02,Retail Chain,27,684.22,11985.92,824.76,655.56,11161.16,2025-12-02 10:46:16,,,,
2025-01-02,Caterer,10,457.97,10276.1,1006.37,476.52,9269.73,2025-12-02 10:46:16,,,,
2025-01-03,HORECA,23,741.92,16091.73,934.64,782.17,15157.09,2025-12-02 10:46:16,,,,
2025-01-03,Wholesaler,22,747.52,17996.17,1177.74,842.19,16818.429999999997,2025-12-02 10:46:16,,,,
2025-01-03,Retail Chain,18,630.18,10172.97,751.81,484.01,9421.16,2025-12-02 10:46:16,,,,
2025-01-03,Caterer,24,931.78,18897.42,1019.44,900.82,17877.98,2025-12-02 10:46:16,,,,
2025-01-04,HORECA,20,651.93,10736.2,871.11,486.08,9865.09,2025-12-02 10:46:16,,,,
2025-01-04,Wholesaler,29,1157.78,28878.9,2665.53,1364.41,26213.370000000003,2025-12-02 10:46:16,,,,
2025-01-04,Retail Chain,27,702.47,10882.31,1033.5,556.56,9848.81,2025-12-02 10:46:16,,,,
2025-01-04,Caterer,17,841.01,20143.55,1122.94,931.33,19020.61,2025-12-02 10:46:16,,,,
2025-01-05,HORECA,28,601.42,11934.18,967.9,552.9,10966.28,2025-12-02 10:46:16,,,,
2025-01-05,Wholesaler,25,989.1,18351.9,960.51,999.55,17391.390000000003,2025-12-02 10:46:16,,,,
2025-01-05,Retail Chain,11,1036.02,20231.54,1577.41,940.75,18654.13,2025-12-02 10:46:16,,,,
2025-01-05,Caterer,25,381.12,6918.27,560.57,360.82,6357.700000000001,2025-12-02 10:46:16,,,,
2025-01-06,HORECA,7,1087.03,16527.65,1279.65,763.25,15248.000000000002,2025-12-02 10:46:16,,,,
2025-01-06,Wholesaler,29,894.54,17440.12,1637.63,836.32,15802.489999999998,2025-12-02 10:46:16,,,,
2025-01-06,Retail Chain,17,990.59,23999.88,1765.57,1085.97,22234.31,2025-12-02 10:46:16,,,,
2025-01-06,Caterer,12,965.45,15713.82,1085.12,809.96,14628.7,2025-12-02 10:46:16,,,,
2025-01-07,HORECA,9,1172.96,25652.39,2367.52,1328.85,23284.87,2025-12-02 10:46:16,,,,
2025-01-07,Wholesaler,27,1074.38,17205.47,1562.53,883.63,15642.94,2025-12-02 10:46:16,,,,
2025-01-07,Retail Chain,29,1166.97,20449.53,1729.52,1087.77,18720.01,2025-12-02 10:46:16,,,,
2025-01-07,Caterer,29,414.21,6688.71,442.62,307.81,6246.09,2025-12-02 10:46:16,,,,
2025-01-08,HORECA,17,942.02,21446.2,1411.97,1127.93,20034.23,2025-12-02 10:46:16,,,,
2025-01-08,Wholesaler,6,321.64,7042.7,397.01,327.76,6645.69,2025-12-02 10:46:16,,,,
2025-01-08,Retail Chain,23,844.23,15090.73,1362.72,827.58,13728.01,2025-12-02 10:46:16,,,,
2025-01-08,Caterer,13,898.47,14634.11,1210.3,785.34,13423.810000000001,2025-12-02 10:46:16,,,,
2025-01-09,HORECA,24,202.16,3050.08,278.34,166.38,2771.74,2025-12-02 10:46:16,,,,
2025-01-09,Wholesaler,21,719.09,17482.07,1455.22,914.2,16026.85,2025-12-02 10:46:16,,,,
2025-01-09,Retail Chain,8,297.47,7131.15,500.31,360.66,6630.839999999999,2025-12-02 10:46:16,,,,
2025-01-09,Caterer,9,575.35,13738.6,1080.05,676.61,12658.550000000001,2025-12-02 10:46:16,,,,
2025-01-10,HORECA,10,970.23,20537.68,1378.09,1086.71,19159.59,2025-12-02 10:46:16,,,,
2025-01-10,Wholesaler,11,1195.64,23192.26,1839.7,1123.45,21352.559999999998,2025-12-02 10:46:16,,,,
2025-01-10,Retail Chain,30,576.37,12681.93,1086.95,676.79,11594.98,2025-12-02 10:46:16,,,,
2025-01-10,Caterer,26,378.55,7608.6,658.81,353.56,6949.790000000001,2025-12-02 10:46:16,,,,
2025-01-11,HORECA,28,1056.62,21380.07,1732.35,1147.77,19647.72,2025-12-02 10:46:16,,,,
2025-01-11,Wholesaler,24,758.64,12713.21,1096.47,634.97,11616.74,2025-12-02 10:46:16,,,,
2025-01-11,Retail Chain,22,277.66,6177.47,421.1,314.69,5756.37,2025-12-02 10:46:16,,,,
2025-01-11,Caterer,29,279.59,4722.71,250.53,223.84,4472.18,2025-12-02 10:46:16,,,,
2025-01-12,HORECA,16,405.95,6933.45,619.25,340.84,6314.2,2025-12-02 10:46:16,,,,
2025-01-12,Wholesaler,23,316.25,7802.28,676.91,374.88,7125.37,2025-12-02 10:46:16,,,,
2025-01-12,Retail Chain,25,295.83,7066.66,586.73,362.28,6479.93,2025-12-02 10:46:16,,,,
2025-01-12,Caterer,22,218.4,3660.91,232.75,182.29,3428.16,2025-12-02 10:46:16,,,,
2025-01-13,HORECA,9,1194.38,29512.98,2828.9,1464.04,26684.079999999998,2025-12-02 10:46:16,,,,
2025-01-13,Wholesaler,25,1071.28,26489.02,1575.41,1415.31,24913.61,2025-12-02 10:46:16,,,,
2025-01-13,Retail Chain,5,698.11,13928.45,730.13,661.41,13198.320000000002,2025-12-02 10:46:16,,,,
2025-01-13,Caterer,26,988.29,21897.53,1130.87,1104.02,20766.66,2025-12-02 10:46:16,,,,
2025-01-14,HORECA,6,303.49,4709.31,408.79,214.79,4300.52,2025-12-02 10:46:16,,,,
2025-01-14,Wholesaler,20,780.09,16156.32,1518.79,885.98,14637.529999999999,2025-12-02 10:46:16,,,,
2025-01-14,Retail Chain,11,319.26,4816.71,281.34,249.91,4535.37,2025-12-02 10:46:16,,,,
2025-01-14,Caterer,9,380.22,8623.57,748.64,389.45,7874.929999999999,2025-12-02 10:46:16,,,,
2025-01-15,HORECA,5,414.22,7934.28,696.89,369.5,7237.389999999999,2025-12-02 10:46:16,,,,
2025-01-15,Wholesaler,14,556.35,12602.46,1216.97,628.38,11385.49,2025-12-02 10:46:16,,,,
2025-01-15,Retail Chain,26,527.01,9325.85,673.4,464.31,8652.45,2025-12-02 10:46:16,,,,
2025-01-15,Caterer,25,887.97,19845.47,1543.38,948.69,18302.09,2025-12-02 10:46:16,,,,
2025-01-16,HORECA,29,443.97,6664.18,432.63,345.99,6231.55,2025-12-02 10:46:16,,,,
2025-01-16,Wholesaler,13,1095.8,20914.62,2039.28,1066.59,18875.34,2025-12-02 10:46:16,,,,
2025-01-16,Retail Chain,24,579.19,12584.6,1108.97,641.58,11475.630000000001,2025-12-02 10:46:16,,,,
2025-01-16,Caterer,22,944.34,19415.0,1505.77,926.36,17909.23,2025-12-02 10:46:16,,,,
2025-01-17,HORECA,8,1132.66,18210.04,1731.47,878.6,16478.57,2025-12-02 10:46:16,,,,
2025-01-17,Wholesaler,9,630.59,15349.34,843.18,799.51,14506.16,2025-12-02 10:46:16,,,,
2025-01-17,Retail Chain,21,1191.49,22868.72,1252.51,1037.28,21616.210000000003,2025-12-02 10:46:16,,,,
2025-01-17,Caterer,9,1139.48,24604.08,2254.03,1192.95,22350.050000000003,2025-12-02 10:46:16,,,,
2025-01-18,HORECA,26,255.27,6331.7,474.58,347.92,5857.12,2025-12-02 10:46:16,,,,
2025-01-18,Wholesaler,14,815.21,12903.8,797.83,658.62,12105.97,2025-12-02 10:46:16,,,,
2025-01-18,Retail Chain,16,579.19,11588.98,804.53,534.61,10784.449999999999,2025-12-02 10:46:16,,,,
2025-01-18,Caterer,21,1138.08,17863.23,1531.11,957.61,16332.119999999999,2025-12-02 10:46:16,,,,
2025-01-19,HORECA,23,810.13,13908.59,1346.88,657.99,12561.71,2025-12-02 10:46:16,,,,
2025-01-19,Wholesaler,8,500.82,11036.39,1006.13,560.12,10030.26,2025-12-02 10:46:16,,,,
2025-01-19,Retail Chain,17,964.44,16643.84,1487.83,907.23,15156.01,2025-12-02 10:46:16,,,,
2025-01-19,Caterer,29,714.31,17848.93,1052.71,945.28,16796.22,2025-12-02 10:46:16,,,,
2025-01-20,HORECA,27,738.36,14838.91,842.92,814.95,13995.99,2025-12-02 10:46:16,,,,
2025-01-20,Wholesaler,19,323.76,6026.42,371.58,293.02,5654.84,2025-12-02 10:46:16,,,,
2025-01-20,Retail Chain,18,834.88,16968.61,1211.31,881.93,15757.300000000001,2025-12-02 10:46:16,,,,
2025-01-20,Caterer,18,681.64,16685.78,1263.98,882.55,15421.8,2025-12-02 10:46:16,,,,
2025-01-21,HORECA,19,555.68,12558.07,887.35,593.35,11670.72,2025-12-02 10:46:16,,,,
2025-01-21,Wholesaler,21,498.22,10122.54,761.74,530.29,9360.800000000001,2025-12-02 10:46:16,,,,
2025-01-21,Retail Chain,16,551.18,10103.14,720.01,509.88,9383.13,2025-12-02 10:46:16,,,,
2025-01-21,Caterer,12,406.83,6636.09,658.61,341.56,5977.4800000000005,2025-12-02 10:46:16,,,,
2025-01-22,HORECA,6,857.75,13266.61,886.54,634.77,12380.07,2025-12-02 10:46:16,,,,
2025-01-22,Wholesaler,20,425.23,6968.21,621.87,364.74,6346.34,2025-12-02 10:46:16,,,,
2025-01-22,Retail Chain,15,324.19,6764.66,471.98,317.74,6292.68,2025-12-02 10:46:16,,,,
2025-01-22,Caterer,15,589.53,10361.27,577.58,518.37,9783.69,2025-12-02 10:46:16,,,,
2025-01-23,HORECA,28,1080.74,26957.91,1646.15,1372.46,25311.76,2025-12-02 10:46:16,,,,
2025-01-23,Wholesaler,12,932.02,22090.81,1715.08,1190.66,20375.730000000003,2025-12-02 10:46:16,,,,
2025-01-23,Retail Chain,27,864.37,20014.22,1518.7,997.99,18495.52,2025-12-02 10:46:16,,,,
2025-01-23,Caterer,24,884.42,15326.04,786.21,716.68,14539.830000000002,2025-12-02 10:46:16,,,,
2025-01-24,HORECA,9,226.99,3786.01,210.16,172.16,3575.8500000000004,2025-12-02 10:46:16,,,,
2025-01-24,Wholesaler,8,212.24,3788.51,244.1,175.62,3544.4100000000003,2025-12-02 10:46:16,,,,
2025-01-24,Retail Chain,14,380.36,6723.23,515.96,324.59,6207.2699999999995,2025-12-02 10:46:16,,,,
2025-01-24,Caterer,18,517.09,10729.47,776.04,488.43,9953.43,2025-12-02 10:46:16,,,,
2025-01-25,HORECA,25,750.64,15027.05,1231.36,744.84,13795.689999999999,2025-12-02 10:46:16,,,,
2025-01-25,Wholesaler,25,603.91,9210.35,573.98,486.18,8636.37,2025-12-02 10:46:16,,,,
2025-01-25,Retail Chain,12,1190.0,21035.67,1969.38,1033.65,19066.289999999997,2025-12-02 10:46:16,,,,
2025-01-25,Caterer,17,995.14,16795.77,1016.21,854.5,15779.560000000001,2025-12-02 10:46:16,,,,
2025-01-26,HORECA,25,1067.08,16659.09,1396.74,753.19,15262.35,2025-12-02 10:46:16,,,,
2025-01-26,Wholesaler,22,1199.58,22240.0,1273.37,1215.49,20966.63,2025-12-02 10:46:16,,,,
2025-01-26,Retail Chain,28,866.83,16504.39,1235.35,812.66,15269.039999999999,2025-12-02 10:46:16,,,,
2025-01-26,Caterer,8,881.08,21249.96,1654.14,1160.26,19595.82,2025-12-02 10:46:16,,,,
2025-01-27,HORECA,13,339.05,5810.34,516.61,295.71,5293.7300000000005,2025-12-02 10:46:16,,,,
2025-01-27,Wholesaler,12,982.82,16178.24,900.55,882.88,15277.69,2025-12-02 10:46:16,,,,
2025-01-27,Retail Chain,20,430.02,7348.85,536.96,367.31,6811.89,2025-12-02 10:46:16,,,,
2025-01-27,Caterer,29,634.36,14489.67,857.32,764.18,13632.35,2025-12-02 10:46:16,,,,
2025-01-28,HORECA,6,469.38,8184.12,797.04,375.5,7387.08,2025-12-02 10:46:16,,,,
2025-01-28,Wholesaler,12,873.18,21114.87,1362.21,1016.63,19752.66,2025-12-02 10:46:16,,,,
2025-01-28,Retail Chain,5,1046.32,16199.85,1514.69,803.68,14685.16,2025-12-02 10:46:16,,,,
2025-01-28,Caterer,20,798.99,18692.17,1438.29,963.62,17253.879999999997,2025-12-02 10:46:16,,,,
2025-01-29,HORECA,21,1057.43,21910.99,1436.23,1130.65,20474.760000000002,2025-12-02 10:46:16,,,,
2025-01-29,Wholesaler,20,919.83,15150.43,824.82,708.46,14325.61,2025-12-02 10:46:16,,,,
2025-01-29,Retail Chain,23,536.38,11521.19,892.29,552.76,10628.900000000001,2025-12-02 10:46:16,,,,
2025-01-29,Caterer,17,461.45,9858.5,584.54,464.27,9273.96,2025-12-02 10:46:16,,,,
2025-01-30,HORECA,30,313.55,7652.15,481.53,365.11,7170.62,2025-12-02 10:46:16,,,,
2025-01-30,Wholesaler,9,343.6,7992.86,453.13,430.33,7539.73,2025-12-02 10:46:16,,,,
2025-01-30,Retail Chain,7,1093.44,18424.51,995.34,990.2,17429.17,2025-12-02 10:46:16,,,,
2025-01-30,Caterer,23,995.22,22178.89,1436.24,1094.79,20742.649999999998,2025-12-02 10:46:16,,,,
2025-01-31,HORECA,13,521.1,10395.86,675.47,542.31,9720.390000000001,2025-12-02 10:46:16,,,,
2025-01-31,Wholesaler,29,349.58,6009.08,345.37,307.43,5663.71,2025-12-02 10:46:16,,,,
2025-01-31,Retail Chain,29,640.42,15094.54,824.75,816.89,14269.79,2025-12-02 10:46:16,,,,
2025-01-31,Caterer,28,962.28,21451.16,1865.83,1091.36,19585.33,2025-12-02 10:46:16,,,,
2025-02-01,HORECA,19,847.35,14160.67,826.67,691.86,13334.0,2025-12-02 10:46:16,,,,
2025-02-01,Wholesaler,17,862.45,21379.43,1446.68,1082.08,19932.75,2025-12-02 10:46:16,,,,
2025-02-01,Retail Chain,6,483.14,9795.87,560.61,485.39,9235.26,2025-12-02 10:46:16,,,,
2025-02-01,Caterer,26,301.22,5466.94,320.27,291.98,5146.67,2025-12-02 10:46:16,,,,
2025-02-02,HORECA,17,534.78,8284.16,707.36,431.23,7576.8,2025-12-02 10:46:16,,,,
2025-02-02,Wholesaler,19,775.76,15321.4,1156.71,810.91,14164.689999999999,2025-12-02 10:46:16,,,,
2025-02-02,Retail Chain,19,298.76,5789.07,419.51,314.64,5369.5599999999995,2025-12-02 10:46:16,,,,
2025-02-02,Caterer,25,543.97,10254.13,805.07,513.45,9449.06,2025-12-02 10:46:16,,,,
2025-02-03,HORECA,28,587.06,12059.52,1005.85,564.11,11053.67,2025-12-02 10:46:16,,,,
2025-02-03,Wholesaler,14,453.71,8912.36,687.02,435.58,8225.34,2025-12-02 10:46:16,,,,
2025-02-03,Retail Chain,8,1116.5,22532.97,1923.61,1196.77,20609.36,2025-12-02 10:46:16,,,,
2025-02-03,Caterer,12,300.69,4853.5,455.45,259.41,4398.05,2025-12-02 10:46:16,,,,
2025-02-04,HORECA,14,670.46,11312.92,712.48,608.95,10600.44,2025-12-02 10:46:16,,,,
2025-02-04,Wholesaler,10,363.09,8828.19,652.31,423.3,8175.880000000001,2025-12-02 10:46:16,,,,
2025-02-04,Retail Chain,11,974.9,15747.2,1383.25,818.76,14363.95,2025-12-02 10:46:16,,,,
2025-02-04,Caterer,16,360.97,6484.31,394.52,330.13,6089.790000000001,2025-12-02 10:46:16,,,,
2025-02-05,HORECA,8,1166.71,17604.36,1039.97,885.11,16564.39,2025-12-02 10:46:16,,,,
2025-02-05,Wholesaler,26,667.49,11356.54,1067.21,558.66,10289.330000000002,2025-12-02 10:46:16,,,,
2025-02-05,Retail Chain,12,317.17,6410.6,562.88,325.89,5847.72,2025-12-02 10:46:16,,,,
2025-02-05,Caterer,13,698.34,13909.28,994.74,689.33,12914.54,2025-12-02 10:46:16,,,,
2025-02-06,HORECA,26,1121.41,25471.74,1580.68,1160.48,23891.06,2025-12-02 10:46:16,,,,
2025-02-06,Wholesaler,20,308.79,6941.27,528.11,374.13,6413.160000000001,2025-12-02 10:46:16,,,,
