date,store_id,total_bills,total_qty_kg,gross_sales,discount_amount,tax_amount,net_sales,created_at,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
2024-12-24,STORE_AHD_001,94,192.51,5056.14,209.46,242.33,4846.68,2025-12-02 10:42:54,,,,
2024-12-24,STORE_SUR_002,131,438.12,12583.89,548.71,601.76,12035.18,2025-12-02 10:42:54,,,,
2024-12-24,STORE_VDR_003,57,412.22,10977.94,320.54,532.87,10657.4,2025-12-02 10:42:54,,,,
2024-12-25,STORE_AHD_001,97,274.26,7160.77,229.62,346.56,6931.150000000001,2025-12-02 10:42:54,,,,
2024-12-25,STORE_SUR_002,62,397.59,8603.64,182.61,421.05,8421.029999999999,2025-12-02 10:42:54,,,,
2024-12-25,STORE_VDR_003,145,180.2,5545.18,113.84,271.57,5431.34,2025-12-02 10:42:54,,,,
2024-12-26,STORE_AHD_001,120,152.88,3288.14,35.33,162.64,3252.81,2025-12-02 10:42:54,,,,
2024-12-26,STORE_SUR_002,104,391.6,14196.62,470.7,686.3,13725.92,2025-12-02 10:42:54,,,,
2024-12-26,STORE_VDR_003,138,373.72,14248.48,456.86,689.58,13791.619999999999,2025-12-02 10:42:54,,,,
2024-12-27,STORE_AHD_001,109,504.41,15532.57,561.6,748.55,14970.97,2025-12-02 10:42:54,,,,
2024-12-27,STORE_SUR_002,59,277.3,6784.46,277.39,325.35,6507.07,2025-12-02 10:42:54,,,,
2024-12-27,STORE_VDR_003,133,488.58,11079.83,332.89,537.35,10746.94,2025-12-02 10:42:54,,,,
2024-12-28,STORE_AHD_001,51,290.62,8731.2,318.75,420.62,8412.45,2025-12-02 10:42:54,,,,
2024-12-28,STORE_SUR_002,148,534.52,21186.8,791.68,1019.76,20395.12,2025-12-02 10:42:54,,,,
2024-12-28,STORE_VDR_003,136,341.08,9865.54,169.35,484.81,9696.19,2025-12-02 10:42:54,,,,
2024-12-29,STORE_AHD_001,112,403.55,15881.59,626.32,762.76,15255.27,2025-12-02 10:42:54,,,,
2024-12-29,STORE_SUR_002,101,523.85,10900.48,441.02,522.97,10459.46,2025-12-02 10:42:54,,,,
2024-12-29,STORE_VDR_003,69,147.03,4026.96,47.17,198.99,3979.79,2025-12-02 10:42:54,,,,
2024-12-30,STORE_AHD_001,66,342.69,12278.31,313.39,598.25,11964.92,2025-12-02 10:42:54,,,,
2024-12-30,STORE_SUR_002,98,499.07,10379.7,373.06,500.33,10006.640000000001,2025-12-02 10:42:54,,,,
2024-12-30,STORE_VDR_003,53,422.61,12858.95,555.33,615.18,12303.62,2025-12-02 10:42:54,,,,
2024-12-31,STORE_AHD_001,146,439.02,13861.02,454.73,670.31,13406.29,2025-12-02 10:42:54,,,,
2024-12-31,STORE_SUR_002,88,401.08,10951.86,395.73,527.81,10556.130000000001,2025-12-02 10:42:54,,,,
2024-12-31,STORE_VDR_003,146,153.47,3841.62,187.88,182.69,3653.74,2025-12-02 10:42:54,,,,
2025-01-01,STORE_AHD_001,128,485.35,16804.42,1516.12,843.49,15288.3,2025-12-02 10:42:54,,,,
2025-01-01,STORE_SUR_002,72,221.14,9176.65,588.95,456.5,8587.699999999999,2025-12-02 10:42:54,,,,
2025-01-01,STORE_VDR_003,132,265.47,7928.41,631.54,329.76,7296.87,2025-12-02 10:42:54,,,,
2025-01-02,STORE_AHD_001,115,235.8,4194.08,166.42,216.81,4027.66,2025-12-02 10:42:54,,,,
2025-01-02,STORE_SUR_002,54,403.88,14475.25,806.03,818.53,13669.22,2025-12-02 10:42:54,,,,
2025-01-02,STORE_VDR_003,68,216.43,4568.84,408.11,194.98,4160.7300000000005,2025-12-02 10:42:54,,,,
2025-01-03,STORE_AHD_001,144,136.99,4222.78,186.92,215.76,4035.8599999999997,2025-12-02 10:42:54,,,,
2025-01-03,STORE_SUR_002,87,490.03,10510.11,489.93,424.88,10020.18,2025-12-02 10:42:54,,,,
2025-01-03,STORE_VDR_003,115,452.7,8760.73,529.32,400.25,8231.41,2025-12-02 10:42:54,,,,
2025-01-04,STORE_AHD_001,109,355.52,8566.44,141.37,368.33,8425.07,2025-12-02 10:42:54,,,,
2025-01-04,STORE_SUR_002,56,216.09,8361.61,617.6,403.81,7744.01,2025-12-02 10:42:54,,,,
2025-01-04,STORE_VDR_003,61,195.52,5267.15,466.28,272.18,4800.87,2025-12-02 10:42:54,,,,
2025-01-05,STORE_AHD_001,105,404.59,6162.86,578.3,359.54,5584.5599999999995,2025-12-02 10:42:54,,,,
2025-01-05,STORE_SUR_002,46,523.67,15584.64,1199.4,898.61,14385.24,2025-12-02 10:42:54,,,,
2025-01-05,STORE_VDR_003,135,503.25,18658.02,1234.32,883.4,17423.7,2025-12-02 10:42:54,,,,
2025-01-06,STORE_AHD_001,91,420.07,8777.03,236.12,485.14,8540.91,2025-12-02 10:42:54,,,,
2025-01-06,STORE_SUR_002,45,399.6,14101.3,465.87,829.39,13635.429999999998,2025-12-02 10:42:54,,,,
2025-01-06,STORE_VDR_003,62,454.43,11991.03,155.02,718.84,11836.01,2025-12-02 10:42:54,,,,
2025-01-07,STORE_AHD_001,145,146.31,2451.91,106.56,123.04,2345.35,2025-12-02 10:42:54,,,,
2025-01-07,STORE_SUR_002,92,490.46,15559.42,761.68,685.64,14797.74,2025-12-02 10:42:54,,,,
2025-01-07,STORE_VDR_003,93,547.48,13582.27,636.84,587.5,12945.43,2025-12-02 10:42:54,,,,
2025-01-08,STORE_AHD_001,136,125.31,2940.53,47.52,125.38,2893.01,2025-12-02 10:42:54,,,,
2025-01-08,STORE_SUR_002,44,196.25,7922.69,306.04,455.51,7616.65,2025-12-02 10:42:54,,,,
2025-01-08,STORE_VDR_003,143,427.48,12553.29,393.66,731.19,12159.630000000001,2025-12-02 10:42:54,,,,
2025-01-09,STORE_AHD_001,48,145.89,2644.81,139.33,157.9,2505.48,2025-12-02 10:42:54,,,,
2025-01-09,STORE_SUR_002,76,241.9,6881.64,663.31,289.04,6218.33,2025-12-02 10:42:54,,,,
2025-01-09,STORE_VDR_003,108,503.35,10805.06,951.84,556.31,9853.22,2025-12-02 10:42:54,,,,
2025-01-10,STORE_AHD_001,149,274.76,5367.62,330.93,278.37,5036.69,2025-12-02 10:42:54,,,,
2025-01-10,STORE_SUR_002,79,495.11,20643.01,998.48,1135.93,19644.53,2025-12-02 10:42:54,,,,
2025-01-10,STORE_VDR_003,94,172.64,3262.11,222.84,146.93,3039.27,2025-12-02 10:42:54,,,,
2025-01-11,STORE_AHD_001,45,163.38,3783.13,335.53,219.69,3447.6000000000004,2025-12-02 10:42:54,,,,
2025-01-11,STORE_SUR_002,67,154.77,4794.24,191.9,232.74,4602.34,2025-12-02 10:42:54,,,,
2025-01-11,STORE_VDR_003,87,410.02,7891.48,428.65,330.13,7462.83,2025-12-02 10:42:54,,,,
2025-01-12,STORE_AHD_001,134,462.74,10623.78,827.5,586.96,9796.28,2025-12-02 10:42:54,,,,
2025-01-12,STORE_SUR_002,113,282.82,7804.72,509.76,361.49,7294.96,2025-12-02 10:42:54,,,,
2025-01-12,STORE_VDR_003,94,247.06,6263.71,432.25,348.55,5831.46,2025-12-02 10:42:54,,,,
2025-01-13,STORE_AHD_001,118,461.53,7647.1,610.02,383.13,7037.08,2025-12-02 10:42:54,,,,
2025-01-13,STORE_SUR_002,70,414.49,18265.02,641.66,1013.27,17623.36,2025-12-02 10:42:54,,,,
2025-01-13,STORE_VDR_003,109,293.49,11040.8,654.07,530.62,10386.73,2025-12-02 10:42:54,,,,
2025-01-14,STORE_AHD_001,87,153.77,3191.43,191.24,129.21,3000.1899999999996,2025-12-02 10:42:54,,,,
2025-01-14,STORE_SUR_002,89,351.54,15298.31,839.91,847.47,14458.4,2025-12-02 10:42:54,,,,
2025-01-14,STORE_VDR_003,78,250.76,9883.99,609.8,471.53,9274.19,2025-12-02 10:42:54,,,,
2025-01-15,STORE_AHD_001,75,145.82,2939.99,61.71,156.71,2878.2799999999997,2025-12-02 10:42:54,,,,
2025-01-15,STORE_SUR_002,65,464.3,16658.19,259.34,692.2,16398.85,2025-12-02 10:42:54,,,,
2025-01-15,STORE_VDR_003,79,367.47,14478.72,1024.9,689.3,13453.82,2025-12-02 10:42:54,,,,
2025-01-16,STORE_AHD_001,105,182.1,5375.38,194.71,248.35,5180.67,2025-12-02 10:42:54,,,,
2025-01-16,STORE_SUR_002,66,433.02,9178.48,671.26,505.38,8507.22,2025-12-02 10:42:54,,,,
2025-01-16,STORE_VDR_003,142,378.67,6817.03,679.03,390.9,6138.0,2025-12-02 10:42:54,,,,
2025-01-17,STORE_AHD_001,146,308.73,9801.43,617.08,543.09,9184.35,2025-12-02 10:42:54,,,,
2025-01-17,STORE_SUR_002,122,171.69,5953.01,362.07,295.07,5590.9400000000005,2025-12-02 10:42:54,,,,
2025-01-17,STORE_VDR_003,66,341.95,7949.62,397.58,353.34,7552.04,2025-12-02 10:42:54,,,,
2025-01-18,STORE_AHD_001,77,333.45,8692.14,129.55,441.39,8562.59,2025-12-02 10:42:54,,,,
2025-01-18,STORE_SUR_002,80,437.98,15363.01,1501.93,711.83,13861.08,2025-12-02 10:42:54,,,,
2025-01-18,STORE_VDR_003,98,444.4,15675.78,454.99,755.1,15220.79,2025-12-02 10:42:54,,,,
2025-01-19,STORE_AHD_001,90,443.83,15264.44,1464.3,620.74,13800.140000000001,2025-12-02 10:42:54,,,,
2025-01-19,STORE_SUR_002,110,237.27,8965.2,173.6,405.75,8791.6,2025-12-02 10:42:54,,,,
2025-01-19,STORE_VDR_003,115,179.77,3868.36,66.2,218.77,3802.1600000000003,2025-12-02 10:42:54,,,,
2025-01-20,STORE_AHD_001,98,184.0,4909.56,274.46,249.75,4635.1,2025-12-02 10:42:54,,,,
2025-01-20,STORE_SUR_002,128,510.21,18534.75,1652.12,922.84,16882.63,2025-12-02 10:42:54,,,,
2025-01-20,STORE_VDR_003,138,302.08,11102.58,472.89,559.56,10629.69,2025-12-02 10:42:54,,,,
2025-01-21,STORE_AHD_001,116,404.97,8667.53,712.57,485.11,7954.960000000001,2025-12-02 10:42:54,,,,
2025-01-21,STORE_SUR_002,114,310.49,7474.23,622.5,436.15,6851.73,2025-12-02 10:42:54,,,,
2025-01-21,STORE_VDR_003,130,212.56,5335.14,418.54,296.6,4916.6,2025-12-02 10:42:54,,,,
2025-01-22,STORE_AHD_001,112,184.44,4831.68,97.88,249.95,4733.8,2025-12-02 10:42:54,,,,
2025-01-22,STORE_SUR_002,87,368.91,8600.68,740.55,460.26,7860.13,2025-12-02 10:42:54,,,,
2025-01-22,STORE_VDR_003,59,325.42,7790.13,374.66,330.95,7415.47,2025-12-02 10:42:54,,,,
2025-01-23,STORE_AHD_001,104,386.48,11109.91,913.96,566.99,10195.95,2025-12-02 10:42:54,,,,
2025-01-23,STORE_SUR_002,70,267.45,10558.13,662.89,429.97,9895.24,2025-12-02 10:42:54,,,,
2025-01-23,STORE_VDR_003,114,286.99,8218.92,322.06,368.29,7896.86,2025-12-02 10:42:54,,,,
2025-01-24,STORE_AHD_001,108,244.0,5322.16,333.24,245.95,4988.92,2025-12-02 10:42:54,,,,
2025-01-24,STORE_SUR_002,149,196.78,4947.25,484.04,220.95,4463.21,2025-12-02 10:42:54,,,,
2025-01-24,STORE_VDR_003,58,228.82,7002.29,438.06,371.97,6564.23,2025-12-02 10:42:54,,,,
2025-01-25,STORE_AHD_001,83,499.2,11146.86,380.2,518.22,10766.66,2025-12-02 10:42:54,,,,
2025-01-25,STORE_SUR_002,54,476.62,13478.89,1038.39,654.17,12440.5,2025-12-02 10:42:54,,,,
2025-01-25,STORE_VDR_003,126,446.45,16266.65,406.39,965.53,15860.26,2025-12-02 10:42:54,,,,
2025-01-26,STORE_AHD_001,97,448.34,12046.58,403.3,528.22,11643.28,2025-12-02 10:42:54,,,,
2025-01-26,STORE_SUR_002,95,544.42,20220.33,1938.85,955.35,18281.480000000003,2025-12-02 10:42:54,,,,
2025-01-26,STORE_VDR_003,42,469.72,13731.74,461.12,719.52,13270.619999999999,2025-12-02 10:42:54,,,,
2025-01-27,STORE_AHD_001,67,162.72,4783.06,187.72,237.08,4595.34,2025-12-02 10:42:54,,,,
2025-01-27,STORE_SUR_002,68,143.92,3898.4,357.04,220.2,3541.36,2025-12-02 10:42:54,,,,
2025-01-27,STORE_VDR_003,124,449.97,9319.19,553.12,374.7,8766.07,2025-12-02 10:42:54,,,,
2025-01-28,STORE_AHD_001,139,463.77,13065.97,1237.24,707.76,11828.73,2025-12-02 10:42:54,,,,
2025-01-28,STORE_SUR_002,42,419.71,15022.23,1361.12,752.47,13661.11,2025-12-02 10:42:54,,,,
2025-01-28,STORE_VDR_003,147,409.08,11522.85,963.98,484.5,10558.87,2025-12-02 10:42:54,,,,
2025-01-29,STORE_AHD_001,45,539.35,17050.12,1288.77,927.61,15761.349999999999,2025-12-02 10:42:54,,,,
2025-01-29,STORE_SUR_002,79,262.68,7352.92,134.72,400.1,7218.2,2025-12-02 10:42:54,,,,
2025-01-29,STORE_VDR_003,147,381.01,11121.91,297.97,646.87,10823.94,2025-12-02 10:42:54,,,,
2025-01-30,STORE_AHD_001,67,334.53,5836.21,313.8,349.41,5522.41,2025-12-02 10:42:54,,,,
2025-01-30,STORE_SUR_002,145,172.15,4473.67,309.08,207.32,4164.59,2025-12-02 10:42:54,,,,
2025-01-30,STORE_VDR_003,84,386.59,14251.46,438.89,723.71,13812.57,2025-12-02 10:42:54,,,,
2025-01-31,STORE_AHD_001,62,354.59,7262.45,120.56,431.54,7141.889999999999,2025-12-02 10:42:54,,,,
2025-01-31,STORE_SUR_002,147,341.65,14932.34,371.83,610.8,14560.51,2025-12-02 10:42:54,,,,
2025-01-31,STORE_VDR_003,72,275.84,7356.96,290.55,361.97,7066.41,2025-12-02 10:42:54,,,,
2025-02-01,STORE_AHD_001,67,302.78,4744.59,305.44,272.45,4439.150000000001,2025-12-02 10:42:54,,,,
2025-02-01,STORE_SUR_002,94,386.2,8293.57,540.04,391.23,7753.53,2025-12-02 10:42:54,,,,
2025-02-01,STORE_VDR_003,135,501.0,19809.54,508.43,1153.93,19301.11,2025-12-02 10:42:54,,,,
2025-02-02,STORE_AHD_001,42,378.94,8864.92,792.77,416.42,8072.15,2025-12-02 10:42:54,,,,
2025-02-02,STORE_SUR_002,45,450.01,14836.17,977.92,748.34,13858.25,2025-12-02 10:42:54,,,,
2025-02-02,STORE_VDR_003,106,289.25,8332.26,324.14,499.26,8008.12,2025-12-02 10:42:54,,,,
2025-02-03,STORE_AHD_001,83,286.85,7659.07,536.81,357.55,7122.26,2025-12-02 10:42:54,,,,
2025-02-03,STORE_SUR_002,127,284.41,7565.39,617.06,340.92,6948.33,2025-12-02 10:42:54,,,,
2025-02-03,STORE_VDR_003,124,351.34,10882.13,653.5,558.87,10228.63,2025-12-02 10:42:54,,,,
2025-02-04,STORE_AHD_001,147,299.5,7727.23,271.63,345.17,7455.599999999999,2025-12-02 10:42:54,,,,
2025-02-04,STORE_SUR_002,72,536.99,16822.35,1239.5,952.34,15582.849999999999,2025-12-02 10:42:54,,,,
2025-02-04,STORE_VDR_003,129,277.4,5873.14,165.47,275.79,5707.67,2025-12-02 10:42:54,,,,
2025-02-05,STORE_AHD_001,120,251.72,5828.19,260.09,239.03,5568.099999999999,2025-12-02 10:42:54,,,,
2025-02-05,STORE_SUR_002,125,300.04,8961.72,134.82,513.35,8826.9,2025-12-02 10:42:54,,,,
2025-02-05,STORE_VDR_003,142,474.79,12185.56,686.5,717.43,11499.06,2025-12-02 10:42:54,,,,
2025-02-06,STORE_AHD_001,98,178.04,2795.97,37.76,144.84,2758.2099999999996,2025-12-02 10:42:54,,,,
2025-02-06,STORE_SUR_002,96,273.89,8085.59,661.19,336.3,7424.4,2025-12-02 10:42:54,,,,
2025-02-06,STORE_VDR_003,63,214.76,5384.33,274.03,312.38,5110.3,2025-12-02 10:42:54,,,,
2025-02-07,STORE_AHD_001,117,499.47,7694.79,105.15,348.0,7589.64,2025-12-02 10:42:54,,,,
2025-02-07,STORE_SUR_002,41,546.01,21562.22,1912.83,972.49,19649.39,2025-12-02 10:42:54,,,,
2025-02-07,STORE_VDR_003,110,330.82,12239.56,587.35,633.67,11652.21,2025-12-02 10:42:54,,,,
2025-02-08,STORE_AHD_001,100,462.34,11159.67,913.18,658.04,10246.49,2025-12-02 10:42:54,,,,
2025-02-08,STORE_SUR_002,102,350.52,9092.07,316.6,436.7,8775.47,2025-12-02 10:42:54,,,,
2025-02-08,STORE_VDR_003,123,423.83,15664.85,1029.06,797.03,14635.79,2025-12-02 10:42:54,,,,
2025-02-09,STORE_AHD_001,112,311.4,7728.27,706.26,376.12,7022.01,2025-12-02 10:42:54,,,,
2025-02-09,STORE_SUR_002,84,174.25,7665.78,514.39,438.61,7151.389999999999,2025-12-02 10:42:54,,,,
2025-02-09,STORE_VDR_003,101,416.36,10592.57,940.29,510.75,9652.279999999999,2025-12-02 10:42:54,,,,
2025-02-10,STORE_AHD_001,62,339.22,11156.02,725.92,605.32,10430.1,2025-12-02 10:42:54,,,,
2025-02-10,STORE_SUR_002,126,355.72,15450.24,738.77,731.05,14711.47,2025-12-02 10:42:54,,,,
2025-02-10,STORE_VDR_003,63,324.94,12766.33,1166.94,664.85,11599.39,2025-12-02 10:42:54,,,,
2025-02-11,STORE_AHD_001,82,220.41,4149.21,330.17,206.29,3819.04,2025-12-02 10:42:54,,,,
2025-02-11,STORE_SUR_002,98,375.05,13051.77,968.5,545.89,12083.27,2025-12-02 10:42:54,,,,
2025-02-11,STORE_VDR_003,118,273.2,6566.74,316.02,272.61,6250.719999999999,2025-12-02 10:42:54,,,,
2025-02-12,STORE_AHD_001,146,506.3,15734.85,636.59,815.78,15098.26,2025-12-02 10:42:54,,,,
2025-02-12,STORE_SUR_002,146,211.6,7446.04,277.02,426.13,7169.02,2025-12-02 10:42:54,,,,
2025-02-12,STORE_VDR_003,57,379.74,13237.05,706.55,529.65,12530.5,2025-12-02 10:42:54,,,,
2025-02-13,STORE_AHD_001,71,357.9,10426.65,437.11,475.22,9989.539999999999,2025-12-02 10:42:54,,,,
2025-02-13,STORE_SUR_002,149,257.07,5390.56,389.58,255.08,5000.9800000000005,2025-12-02 10:42:54,,,,
2025-02-13,STORE_VDR_003,115,360.87,9995.77,443.26,433.84,9552.51,2025-12-02 10:42:54,,,,
2025-02-14,STORE_AHD_001,64,162.09,4308.68,55.75,204.36,4252.93,2025-12-02 10:42:54,,,,
2025-02-14,STORE_SUR_002,70,497.18,18769.3,392.73,874.16,18376.57,2025-12-02 10:42:54,,,,
2025-02-14,STORE_VDR_003,139,182.7,6476.45,227.55,291.19,6248.9,2025-12-02 10:42:54,,,,
2025-02-15,STORE_AHD_001,116,512.31,17288.97,1124.68,815.56,16164.29,2025-12-02 10:42:54,,,,
2025-02-15,STORE_SUR_002,141,399.3,12855.92,941.5,515.15,11914.42,2025-12-02 10:42:54,,,,
2025-02-15,STORE_VDR_003,67,405.56,8449.11,440.23,342.65,8008.880000000001,2025-12-02 10:42:54,,,,
2025-02-16,STORE_AHD_001,50,481.02,16441.82,457.42,949.29,15984.4,2025-12-02 10:42:54,,,,
2025-02-16,STORE_SUR_002,98,394.46,11888.18,673.35,606.65,11214.83,2025-12-02 10:42:54,,,,
2025-02-16,STORE_VDR_003,136,461.22,15895.91,1569.2,821.02,14326.71,2025-12-02 10:42:54,,,,
2025-02-17,STORE_AHD_001,51,267.32,6966.53,572.68,401.79,6393.849999999999,2025-12-02 10:42:54,,,,
2025-02-17,STORE_SUR_002,124,134.08,3870.67,286.34,161.62,3584.33,2025-12-02 10:42:54,,,,
2025-02-17,STORE_VDR_003,79,266.67,4922.88,409.53,274.58,4513.35,2025-12-02 10:42:54,,,,
2025-02-18,STORE_AHD_001,70,300.18,4671.99,419.21,205.52,4252.78,2025-12-02 10:42:54,,,,
2025-02-18,STORE_SUR_002,104,433.38,15615.33,428.77,669.39,15186.56,2025-12-02 10:42:54,,,,
2025-02-18,STORE_VDR_003,144,392.86,10119.29,960.83,509.09,9158.460000000001,2025-12-02 10:42:54,,,,
2025-02-19,STORE_AHD_001,134,141.54,4083.74,159.08,193.07,3924.66,2025-12-02 10:42:54,,,,
2025-02-19,STORE_SUR_002,95,383.65,9988.12,405.53,571.29,9582.59,2025-12-02 10:42:54,,,,
2025-02-19,STORE_VDR_003,110,473.73,9917.0,722.48,498.85,9194.52,2025-12-02 10:42:54,,,,
2025-02-20,STORE_AHD_001,62,337.71,10220.38,569.56,487.36,9650.82,2025-12-02 10:42:54,,,,
2025-02-20,STORE_SUR_002,147,381.05,7807.28,205.92,316.21,7601.36,2025-12-02 10:42:54,,,,
2025-02-20,STORE_VDR_003,119,132.14,3010.61,177.25,147.24,2833.36,2025-12-02 10:42:54,,,,
2025-02-21,STORE_AHD_001,132,185.68,3890.96,118.31,164.69,3772.65,2025-12-02 10:42:54,,,,
2025-02-21,STORE_SUR_002,80,137.12,4871.58,238.79,229.65,4632.79,2025-12-02 10:42:54,,,,
2025-02-21,STORE_VDR_003,54,451.21,15893.02,1491.87,781.95,14401.150000000001,2025-12-02 10:42:54,,,,
2025-02-22,STORE_AHD_001,126,228.6,6565.95,223.36,286.25,6342.59,2025-12-02 10:42:54,,,,
2025-02-22,STORE_SUR_002,75,411.66,17812.2,1545.73,778.43,16266.470000000001,2025-12-02 10:42:54,,,,
2025-02-22,STORE_VDR_003,47,418.2,13964.68,588.54,617.56,13376.14,2025-12-02 10:42:54,,,,
2025-02-23,STORE_AHD_001,116,273.53,7769.77,725.27,408.94,7044.5,2025-12-02 10:42:54,,,,
2025-02-23,STORE_SUR_002,98,407.96,18029.15,932.14,943.86,17097.010000000002,2025-12-02 10:42:54,,,,
2025-02-23,STORE_VDR_003,108,168.1,3327.51,161.3,140.91,3166.21,2025-12-02 10:42:54,,,,
2025-02-24,STORE_AHD_001,121,242.55,6613.37,635.01,303.74,5978.36,2025-12-02 10:42:54,,,,
2025-02-24,STORE_SUR_002,142,182.29,5963.77,487.09,317.22,5476.68,2025-12-02 10:42:54,,,,
2025-02-24,STORE_VDR_003,122,267.65,8604.15,214.34,471.63,8389.81,2025-12-02 10:42:54,,,,
2025-02-25,STORE_AHD_001,102,127.59,4330.18,340.76,195.92,3989.42,2025-12-02 10:42:54,,,,
2025-02-25,STORE_SUR_002,73,295.2,8981.73,207.59,463.32,8774.14,2025-12-02 10:42:54,,,,
2025-02-25,STORE_VDR_003,83,467.46,17383.69,1593.2,945.87,15790.489999999998,2025-12-02 10:42:54,,,,
2025-02-26,STORE_AHD_001,109,335.11,8305.49,381.45,438.23,7924.04,2025-12-02 10:42:54,,,,
2025-02-26,STORE_SUR_002,72,334.23,14868.04,256.47,659.59,14611.570000000002,2025-12-02 10:42:54,,,,
2025-02-26,STORE_VDR_003,72,475.95,16342.35,980.84,911.78,15361.51,2025-12-02 10:42:54,,,,
2025-02-27,STORE_AHD_001,116,280.51,7452.14,180.59,336.11,7271.55,2025-12-02 10:42:54,,,,
2025-02-27,STORE_SUR_002,79,401.66,13626.03,884.31,589.88,12741.720000000001,2025-12-02 10:42:54,,,,
2025-02-27,STORE_VDR_003,43,383.23,10774.64,686.84,607.34,10087.8,2025-12-02 10:42:54,,,,
2025-02-28,STORE_AHD_001,54,366.73,11997.63,987.62,524.25,11010.009999999998,2025-12-02 10:42:54,,,,
2025-02-28,STORE_SUR_002,101,223.57,4508.15,231.74,191.97,4276.41,2025-12-02 10:42:54,,,,
2025-02-28,STORE_VDR_003,93,535.18,14853.55,1204.49,598.91,13649.06,2025-12-02 10:42:54,,,,
2025-03-01,STORE_AHD_001,61,190.07,3470.93,139.17,185.75,3331.7599999999998,2025-12-02 10:42:54,,,,
2025-03-01,STORE_SUR_002,70,329.97,8390.93,646.05,393.06,7744.88,2025-12-02 10:42:54,,,,
2025-03-01,STORE_VDR_003,101,344.41,11760.67,858.97,634.18,10901.7,2025-12-02 10:42:54,,,,
2025-03-02,STORE_AHD_001,115,414.2,9835.84,127.93,436.72,9707.91,2025-12-02 10:42:54,,,,
2025-03-02,STORE_SUR_002,44,174.42,7405.57,291.34,384.33,7114.23,2025-12-02 10:42:54,,,,
2025-03-02,STORE_VDR_003,98,167.45,4505.95,202.86,244.09,4303.09,2025-12-02 10:42:54,,,,
2025-03-03,STORE_AHD_001,121,330.36,8567.07,240.23,369.77,8326.84,2025-12-02 10:42:54,,,,
2025-03-03,STORE_SUR_002,95,156.02,6617.61,133.54,315.33,6484.07,2025-12-02 10:42:54,,,,
2025-03-03,STORE_VDR_003,97,274.04,10465.4,510.48,506.72,9954.92,2025-12-02 10:42:54,,,,
2025-03-04,STORE_AHD_001,78,282.12,4567.04,223.85,211.4,4343.19,2025-12-02 10:42:54,,,,
2025-03-04,STORE_SUR_002,95,163.14,6678.44,370.27,387.82,6308.17,2025-12-02 10:42:54,,,,
2025-03-04,STORE_VDR_003,136,309.67,6708.54,140.98,347.37,6567.56,2025-12-02 10:42:54,,,,
2025-03-05,STORE_AHD_001,79,420.41,6980.1,155.72,412.97,6824.38,2025-12-02 10:42:54,,,,
2025-03-05,STORE_SUR_002,64,539.77,23907.03,1280.11,1014.4,22626.92,2025-12-02 10:42:54,,,,
2025-03-05,STORE_VDR_003,148,533.17,19434.67,979.93,1094.66,18454.739999999998,2025-12-02 10:42:54,,,,
2025-03-06,STORE_AHD_001,119,194.29,3601.81,310.34,200.49,3291.47,2025-12-02 10:42:54,,,,
2025-03-06,STORE_SUR_002,140,262.38,11339.7,349.6,483.23,10990.1,2025-12-02 10:42:54,,,,
2025-03-06,STORE_VDR_003,119,148.7,4757.57,273.59,275.94,4483.98,2025-12-02 10:42:54,,,,
2025-03-07,STORE_AHD_001,102,430.93,11802.76,300.56,588.08,11502.2,2025-12-02 10:42:54,,,,
2025-03-07,STORE_SUR_002,109,384.24,11409.35,1126.95,519.84,10282.4,2025-12-02 10:42:54,,,,
2025-03-07,STORE_VDR_003,135,353.26,7367.72,624.57,413.37,6743.150000000001,2025-12-02 10:42:54,,,,
2025-03-08,STORE_AHD_001,71,151.35,3703.42,285.88,171.01,3417.54,2025-12-02 10:42:54,,,,
2025-03-08,STORE_SUR_002,122,444.7,9478.98,254.3,493.77,9224.68,2025-12-02 10:42:54,,,,
2025-03-08,STORE_VDR_003,55,515.54,15751.95,1185.53,802.51,14566.42,2025-12-02 10:42:54,,,,
2025-03-09,STORE_AHD_001,135,498.34,15382.08,617.02,825.35,14765.06,2025-12-02 10:42:54,,,,
2025-03-09,STORE_SUR_002,41,375.35,12046.6,688.88,689.42,11357.720000000001,2025-12-02 10:42:54,,,,
2025-03-09,STORE_VDR_003,125,369.17,10805.96,145.3,628.47,10660.66,2025-12-02 10:42:54,,,,
2025-03-10,STORE_AHD_001,68,548.6,9264.29,221.8,497.87,9042.490000000002,2025-12-02 10:42:54,,,,
2025-03-10,STORE_SUR_002,140,362.99,15868.97,657.67,791.06,15211.3,2025-12-02 10:42:54,,,,
2025-03-10,STORE_VDR_003,119,170.45,5773.32,329.83,296.53,5443.49,2025-12-02 10:42:54,,,,
2025-03-11,STORE_AHD_001,61,436.16,14874.75,1249.94,865.02,13624.81,2025-12-02 10:42:54,,,,
2025-03-11,STORE_SUR_002,83,482.65,14010.79,813.88,587.42,13196.910000000002,2025-12-02 10:42:54,,,,
2025-03-11,STORE_VDR_003,50,483.19,9214.12,739.23,372.67,8474.890000000001,2025-12-02 10:42:54,,,,
2025-03-12,STORE_AHD_001,142,222.97,5365.53,179.99,303.98,5185.54,2025-12-02 10:42:54,,,,
2025-03-12,STORE_SUR_002,77,469.05,15704.85,1271.67,899.77,14433.18,2025-12-02 10:42:54,,,,
